Scenario,Dataset,Rep,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
D3,Dataset 3,6,Poisson,91847.00425226286,0.01,99,99,2.922384491179437,7.781907162263813,3554.120971918106
D3,Dataset 3,1,Poisson,86501.26528275327,0.01,99,99,3.3522057824911,9.707563982407734,3982.410870552063
D3,Dataset 3,11,Poisson,90104.8075559201,0.01,99,99,3.0659291403111766,9.483841246691,4291.800653934479
D3,Dataset 3,14,Poisson,88806.32233027737,0.01,99,99,2.959480630566079,8.3495178612633,4398.637038707733
D3,Dataset 3,9,Poisson,88531.8783600766,0.01,99,99,3.579210649105142,9.64092637191061,4458.963654994965
D3,Dataset 3,3,Poisson,93723.31553720671,0.01,99,99,3.210355606115884,8.238682713430897,4491.938695192337
D3,Dataset 3,10,Poisson,85978.9787295149,0.01,99,99,4.290056056626414,14.335804211469075,4532.175730466843
D3,Dataset 3,5,Poisson,85503.4723440842,0.01,99,99,3.4406056984599958,8.750328821914442,4746.473954439163
D3,Dataset 3,0,Poisson,87743.22810343384,0.01,99,99,2.9559560674649834,9.566700246182153,4745.012416362762
D3,Dataset 3,8,Poisson,84811.60868972332,0.01,99,99,3.0938897897657522,8.351910215748646,4829.633687019348
D3,Dataset 3,13,Poisson,90868.68776879266,0.01,99,99,3.5937359237189717,11.447879962644947,4906.601159095764
D3,Dataset 3,4,Poisson,89671.52727645618,0.01,99,99,3.55888034200685,9.633224090999283,4940.696366786957
D3,Dataset 3,12,Poisson,83466.64423294624,0.01,99,99,2.7234569383690173,8.572316053743998,4940.805924654007
D3,Dataset 3,7,Poisson,90202.83311770188,0.01,99,99,2.744000871432945,7.803116779086121,5089.203825950623
D3,Dataset 3,2,Poisson,86341.72971235783,0.01,99,99,3.74391579010137,11.344727167340166,5111.999052762985
D3,Dataset 3,15,Poisson,88110.30366996625,0.01,99,99,3.4533301023970715,10.086709755158514,3864.709367752075
D3,Dataset 3,17,Poisson,87733.44810680134,0.01,99,99,3.3532293135496656,8.966633102836198,4481.854447603226
D3,Dataset 3,16,Poisson,85970.07153711256,0.01,99,99,3.157431178733752,11.607543587565301,5193.757776260376
D3,Dataset 3,19,Poisson,89786.24580148119,0.01,99,99,3.0916471696573997,11.031846618599957,4729.146924257278
D3,Dataset 3,18,Poisson,91649.9685687953,0.01,99,99,3.1083268904541104,10.743986828363267,4988.492230653763
