Scenario,Dataset,Rep,elapsed_sec
D2,Dataset 2,41,259.39943170547485
D2,Dataset 2,43,212.1407580375672
D2,Dataset 2,42,223.8626608848572
D2,Dataset 2,46,222.426338672638
D2,Dataset 2,48,230.38764667510983
D2,Dataset 2,47,262.3728537559509
D2,Dataset 2,45,315.37506198883057
D2,Dataset 2,49,202.1050844192505
D2,Dataset 2,50,209.8081495761872
D2,Dataset 2,51,207.0943841934204
D2,Dataset 2,52,204.76145911216736
D2,Dataset 2,54,208.77603125572205
D2,Dataset 2,53,296.0100860595703
D2,Dataset 2,56,230.8022210597992
D2,Dataset 2,55,283.1170377731323
D2,Dataset 2,57,209.22496819496155
D2,Dataset 2,58,265.3857328891754
D2,Dataset 2,60,258.49353075027466
D2,Dataset 2,61,189.0741596221924
D2,Dataset 2,59,299.75032448768616
D2,Dataset 2,62,208.59114480018616
D2,Dataset 2,63,215.0986943244934
D2,Dataset 2,64,269.2446894645691
D2,Dataset 2,67,204.8823049068451
D2,Dataset 2,68,222.3477942943573
D2,Dataset 2,65,316.6716358661652
D2,Dataset 2,69,222.78119921684265
D2,Dataset 2,66,298.96878695487976
D2,Dataset 2,70,211.4566559791565
D2,Dataset 2,72,227.94444060325625
D2,Dataset 2,75,187.2663307189941
D2,Dataset 2,76,179.05372095108032
D2,Dataset 2,74,229.99111914634705
D2,Dataset 2,73,267.4109938144684
D2,Dataset 2,71,343.16281747817993
D2,Dataset 2,77,213.41883516311648
D2,Dataset 2,78,221.5964295864105
D2,Dataset 2,79,225.43471002578733
D2,Dataset 2,80,222.8745687007904
D2,Dataset 2,81,227.4560987949372
D2,Dataset 2,84,206.26221704483032
D2,Dataset 2,83,215.5029664039612
D2,Dataset 2,82,228.0670518875122
D2,Dataset 2,85,204.1955578327179
D2,Dataset 2,86,219.31220984458923
D2,Dataset 2,88,213.77814555168152
D2,Dataset 2,87,234.64695358276367
D2,Dataset 2,90,201.17923283576965
D2,Dataset 2,89,230.44130754470825
D2,Dataset 2,91,234.18808341026303
D2,Dataset 2,92,237.36074137687683
D2,Dataset 2,93,222.57085585594177
D2,Dataset 2,94,216.17381978034973
D2,Dataset 2,96,206.9518296718597
D2,Dataset 2,98,216.18405103683472
D2,Dataset 2,97,229.1594331264496
D2,Dataset 2,95,255.3927810192108
D2,Dataset 2,99,236.97029972076416
D4,Dataset 4,4,56.85824012756348
D4,Dataset 4,6,56.94257879257202
D4,Dataset 4,0,60.39623522758484
D4,Dataset 4,13,62.17320728302002
D4,Dataset 4,1,63.611441135406494
D4,Dataset 4,8,64.68529415130615
D4,Dataset 4,10,65.05684161186218
D4,Dataset 4,11,66.33798503875732
D4,Dataset 4,3,66.8868978023529
D4,Dataset 4,2,68.21048831939697
D4,Dataset 4,5,68.39141893386841
D4,Dataset 4,14,69.0981833934784
D4,Dataset 4,9,71.05419635772705
D4,Dataset 4,12,71.30888652801514
D4,Dataset 4,7,75.56644296646118
D4,Dataset 4,23,50.9715039730072
D4,Dataset 4,18,57.16677379608154
D4,Dataset 4,21,57.100767850875854
D4,Dataset 4,17,62.63750410079956
D4,Dataset 4,15,68.2218427658081
D4,Dataset 4,16,68.8412835597992
D4,Dataset 4,19,63.38522505760193
D4,Dataset 4,25,62.61400032043457
D4,Dataset 4,26,64.40240693092346
D4,Dataset 4,28,62.58596110343933
D4,Dataset 4,29,60.21441149711609
D4,Dataset 4,27,65.17711567878723
D4,Dataset 4,24,69.02916216850281
D4,Dataset 4,22,71.37691926956177
D4,Dataset 4,20,74.23877048492432
D4,Dataset 4,34,59.283562660217285
D4,Dataset 4,30,67.82808995246887
D4,Dataset 4,31,66.51189732551575
D4,Dataset 4,36,60.092732191085815
D4,Dataset 4,32,67.79590106010437
D4,Dataset 4,35,64.40721702575684
D4,Dataset 4,33,68.17277598381042
D4,Dataset 4,38,60.62171697616577
D4,Dataset 4,43,59.303083181381226
D4,Dataset 4,42,61.871309995651245
D4,Dataset 4,37,68.94131231307983
D4,Dataset 4,39,68.10200572013855
D4,Dataset 4,44,63.33715057373047
D4,Dataset 4,40,70.24009418487549
D4,Dataset 4,41,69.86266303062439
D4,Dataset 4,45,56.76738429069519
D4,Dataset 4,48,63.41952967643738
D4,Dataset 4,51,60.17315459251404
D4,Dataset 4,46,65.69753527641296
D4,Dataset 4,49,62.49749970436096
D4,Dataset 4,52,58.855366230010986
D4,Dataset 4,47,71.69712281227112
D4,Dataset 4,50,67.45169687271118
D4,Dataset 4,53,60.91430425643921
D4,Dataset 4,55,65.5640058517456
D4,Dataset 4,56,66.5709342956543
D4,Dataset 4,58,64.83725762367249
D4,Dataset 4,54,73.52375483512878
D4,Dataset 4,57,70.65559387207031
D4,Dataset 4,59,67.89087986946106
D4,Dataset 4,62,60.651652336120605
D4,Dataset 4,61,62.7277717590332
D4,Dataset 4,60,74.61121726036072
D4,Dataset 4,65,64.67774271965027
D4,Dataset 4,66,60.82426953315735
D4,Dataset 4,67,61.51452970504761
D4,Dataset 4,68,61.28706741333008
D4,Dataset 4,64,68.79448580741882
D4,Dataset 4,63,74.59986424446106
D4,Dataset 4,70,60.43737268447876
D4,Dataset 4,74,60.11751699447632
D4,Dataset 4,72,61.65679001808167
D4,Dataset 4,71,64.9603579044342
D4,Dataset 4,69,72.14090394973755
D4,Dataset 4,73,70.34558606147766
D4,Dataset 4,75,62.04756259918213
D4,Dataset 4,79,59.878732204437256
D4,Dataset 4,80,63.56287169456482
D4,Dataset 4,76,72.05140709877014
D4,Dataset 4,82,65.11042189598083
D4,Dataset 4,78,69.12474274635315
D4,Dataset 4,81,69.56878995895386
D4,Dataset 4,84,59.806877851486206
D4,Dataset 4,83,63.3859121799469
D4,Dataset 4,77,75.79879140853882
D4,Dataset 4,86,66.32091331481934
D4,Dataset 4,85,68.21401405334473
D4,Dataset 4,88,66.36585998535156
D4,Dataset 4,87,69.23096108436584
D4,Dataset 4,89,63.790488958358765
D4,Dataset 4,91,54.68270707130432
D4,Dataset 4,90,67.49433326721191
D4,Dataset 4,94,63.28058075904846
D4,Dataset 4,98,62.81411862373352
D4,Dataset 4,92,69.65409326553345
D4,Dataset 4,96,64.72381854057312
D4,Dataset 4,99,62.43664884567261
D4,Dataset 4,93,73.87869548797607
D4,Dataset 4,95,76.17346286773682
D4,Dataset 4,97,74.91962122917175
D3,Dataset 3,6,155.59099435806274
D3,Dataset 3,5,158.79978251457214
D3,Dataset 3,13,160.37337112426758
D3,Dataset 3,3,161.09416127204895
D3,Dataset 3,1,163.39259123802185
D3,Dataset 3,8,164.2001793384552
D3,Dataset 3,14,167.18386816978455
D3,Dataset 3,4,168.17060732841492
D3,Dataset 3,11,168.23815751075745
D3,Dataset 3,7,169.90957832336426
D3,Dataset 3,2,172.29770016670227
D3,Dataset 3,12,172.49666738510132
D3,Dataset 3,0,176.9367733001709
D3,Dataset 3,10,179.59466552734375
D3,Dataset 3,9,181.36497473716736
D3,Dataset 3,25,144.87749981880188
D3,Dataset 3,15,164.25605535507202
D3,Dataset 3,16,167.42771196365356
D3,Dataset 3,17,166.59585547447205
D3,Dataset 3,18,168.36908078193665
D3,Dataset 3,29,148.26111841201782
D3,Dataset 3,22,162.23184728622437
D3,Dataset 3,21,163.38194465637207
D3,Dataset 3,20,171.61891150474548
D3,Dataset 3,19,172.51040315628052
D3,Dataset 3,26,164.96904015541077
D3,Dataset 3,24,170.03599071502686
D3,Dataset 3,28,172.10793805122375
D3,Dataset 3,23,184.0895657539368
D3,Dataset 3,27,175.8166618347168
D3,Dataset 3,30,158.2278115749359
D3,Dataset 3,31,161.004136800766
D3,Dataset 3,34,157.2345941066742
D3,Dataset 3,36,157.39234900474548
D3,Dataset 3,33,160.95823788642883
D3,Dataset 3,39,155.63354444503784
D3,Dataset 3,38,157.79153275489807
D3,Dataset 3,32,170.3096272945404
D3,Dataset 3,40,163.46322631835938
D3,Dataset 3,41,161.7967882156372
D3,Dataset 3,35,178.5255846977234
D3,Dataset 3,37,180.49271178245544
D3,Dataset 3,44,164.48819494247437
D3,Dataset 3,42,165.78058123588562
D3,Dataset 3,43,178.50543808937073
D3,Dataset 3,45,171.3192446231842
D3,Dataset 3,46,169.60803771018982
D3,Dataset 3,52,155.08771657943726
D3,Dataset 3,48,166.43689227104187
D3,Dataset 3,47,171.02954006195068
D3,Dataset 3,49,173.88421773910522
D3,Dataset 3,50,175.0672163963318
D3,Dataset 3,56,157.1589012145996
D3,Dataset 3,54,171.62902998924255
D3,Dataset 3,58,161.08076167106628
D3,Dataset 3,57,163.17536640167236
D3,Dataset 3,53,179.98066592216492
D3,Dataset 3,55,176.48127675056458
D3,Dataset 3,51,191.2636604309082
D3,Dataset 3,59,187.13520622253415
D3,Dataset 3,60,150.2458038330078
D3,Dataset 3,63,146.40600538253784
D3,Dataset 3,62,151.1787588596344
D3,Dataset 3,64,155.87115478515625
D3,Dataset 3,65,158.87765192985535
D3,Dataset 3,67,157.22553873062134
D3,Dataset 3,72,143.19536638259888
D3,Dataset 3,66,163.2436637878418
D3,Dataset 3,69,160.55992770195007
D3,Dataset 3,61,197.4752197265625
D3,Dataset 3,73,166.95984482765198
D3,Dataset 3,71,174.03360795974731
D3,Dataset 3,70,189.53277683258057
D3,Dataset 3,68,201.53260731697085
D3,Dataset 3,74,159.40856623649597
D3,Dataset 3,77,152.5331060886383
D3,Dataset 3,75,160.9709277153015
D3,Dataset 3,76,164.19472908973694
D3,Dataset 3,78,161.5105004310608
D3,Dataset 3,79,160.6346197128296
D3,Dataset 3,83,144.2138855457306
D3,Dataset 3,80,159.9633047580719
D3,Dataset 3,81,158.0090355873108
D3,Dataset 3,82,164.12790942192078
D3,Dataset 3,84,167.1527497768402
D3,Dataset 3,86,161.16970539093018
D3,Dataset 3,89,144.68789720535278
D3,Dataset 3,87,160.94800448417664
D3,Dataset 3,88,163.82290148735046
D3,Dataset 3,85,188.2079737186432
D3,Dataset 3,92,164.21474480628967
D3,Dataset 3,97,148.32561326026917
D3,Dataset 3,91,178.6824016571045
D3,Dataset 3,94,155.7260777950287
D3,Dataset 3,90,181.79653930664065
D3,Dataset 3,95,161.3942108154297
D3,Dataset 3,93,174.18573474884033
D3,Dataset 3,98,164.6170973777771
D3,Dataset 3,96,175.15170431137085
D3,Dataset 3,99,155.60357403755188
