Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D1,Dataset 1,98,Poisson,ZIP--ZINB,-101032.76273473242,-44967.56139246481,112130.4026845352,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,98,NB,ZIP--ZINB,-46926.36771644025,-44967.56139246481,3917.6126479508675,nan,2,0.0,True,chi-bar² heuristic; k=2
D1,Dataset 1,98,P+NB,ZIP--ZINB,-45556.47731588667,-44967.56139246481,1177.8318468437064,nan,2,4.51570915237399e-257,True,chi-bar² heuristic; k=2
D1,Dataset 1,98,ZIP,ZIP--ZINB,-73384.99098308,-44967.56139246481,56834.85918123038,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,98,ZINB,ZIP--ZINB,-46227.29105677374,-44967.56139246481,2519.459328617857,nan,1,0.0,True,chi-bar² heuristic; k=1
D1,Dataset 1,98,Z+P+NB,ZIP--ZINB,-45016.942804406746,-44967.56139246481,98.76282388386608,2,0,3.5803483635618547e-22,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,2,Poisson,ZIP--ZINB,-78269.66435454095,-19046.00403438432,118447.32064031325,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,2,NB,ZIP--ZINB,-21351.608183166307,-19046.00403438432,4611.208297563971,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,2,P+NB,ZIP--ZINB,-21133.338933116283,-19046.00403438432,4174.669797463925,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,2,ZIP,ZIP--ZINB,-29656.048732218736,-19046.00403438432,21220.08939566883,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,2,ZINB,ZIP--ZINB,-19119.51333668919,-19046.00403438432,147.01860460973694,nan,1,3.887175700961161e-34,True,chi-bar² heuristic; k=1
D2,Dataset 2,2,Z+P+NB,ZIP--ZINB,-19068.499583984467,-19046.00403438432,44.9910992002915,2,0,1.6994443246813008e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,4,Poisson,ZIP--ZINB,-83104.23561500912,-19444.541834921005,127319.38756017623,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,4,NB,ZIP--ZINB,-21677.45896900286,-19444.541834921005,4465.834268163708,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,4,P+NB,ZIP--ZINB,-21450.365389451097,-19444.541834921005,4011.6471090601844,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,4,ZIP,ZIP--ZINB,-31165.882723495484,-19444.541834921005,23442.68177714896,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,4,ZINB,ZIP--ZINB,-19514.46271112474,-19444.541834921005,139.84175240746845,nan,1,1.4414147889991212e-32,True,chi-bar² heuristic; k=1
D2,Dataset 2,4,Z+P+NB,ZIP--ZINB,-19477.722454202645,-19444.541834921005,66.3612385632805,2,0,3.889019670988313e-15,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,5,Poisson,ZIP--ZINB,-79709.16810026746,-19019.894498874557,121378.5472027858,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,5,NB,ZIP--ZINB,-21380.2409084621,-19019.894498874557,4720.692819175085,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,5,P+NB,ZIP--ZINB,-21239.507298878263,-19019.894498874557,4439.225600007412,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,5,ZIP,ZIP--ZINB,-30089.23359530687,-19019.894498874557,22138.678192864623,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,5,ZINB,ZIP--ZINB,-19064.151031105743,-19019.894498874557,88.5130644623714,nan,1,2.5250123607130688e-21,True,chi-bar² heuristic; k=1
D2,Dataset 2,5,Z+P+NB,ZIP--ZINB,-19022.595242235322,-19019.894498874557,5.401486721530091,2,0,0.06715557336217087,False,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,6,Poisson,ZIP--ZINB,-81820.18415132971,-19163.608997516327,125313.15030762677,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,6,NB,ZIP--ZINB,-21546.056612399265,-19163.608997516327,4764.895229765876,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,6,P+NB,ZIP--ZINB,-21303.120700902302,-19163.608997516327,4279.02340677195,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,6,ZIP,ZIP--ZINB,-30339.167430643025,-19163.608997516327,22351.116866253396,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,6,ZINB,ZIP--ZINB,-19237.712016837628,-19163.608997516327,148.20603864260192,nan,1,2.1382685559424565e-34,True,chi-bar² heuristic; k=1
D2,Dataset 2,6,Z+P+NB,ZIP--ZINB,-19187.68833298354,-19163.608997516327,48.15867093442648,2,0,3.487204999878464e-11,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,8,Poisson,ZIP--ZINB,-82828.96697581469,-19370.15985445139,126917.6142427266,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,8,NB,ZIP--ZINB,-21625.136606686865,-19370.15985445139,4509.953504470948,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,8,P+NB,ZIP--ZINB,-21430.422387460654,-19370.15985445139,4120.525066018527,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,8,ZIP,ZIP--ZINB,-31586.046441847484,-19370.15985445139,24431.773174792186,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,8,ZINB,ZIP--ZINB,-19442.69644121769,-19370.15985445139,145.07317353259714,nan,1,1.0349835161880355e-33,True,chi-bar² heuristic; k=1
D2,Dataset 2,8,Z+P+NB,ZIP--ZINB,-19387.90312414778,-19370.15985445139,35.48653939277574,2,0,1.968774066093324e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,16,Poisson,ZIP--ZINB,-81089.6715116106,-19189.60906804998,123800.12488712126,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,16,NB,ZIP--ZINB,-21406.576756590403,-19189.60906804998,4433.935377080845,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,16,P+NB,ZIP--ZINB,-21241.926806285115,-19189.60906804998,4104.63547647027,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,16,ZIP,ZIP--ZINB,-30337.46107364996,-19189.60906804998,22295.70401119996,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,16,ZINB,ZIP--ZINB,-19252.815823577745,-19189.60906804998,126.41351105552894,nan,1,1.2482400065535065e-29,True,chi-bar² heuristic; k=1
D2,Dataset 2,16,Z+P+NB,ZIP--ZINB,-19203.204107735197,-19189.60906804998,27.190079370433523,2,0,1.2466636123235884e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,11,Poisson,ZIP--ZINB,-78482.5950994744,-18640.476089367832,119684.23802021315,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,11,NB,ZIP--ZINB,-20884.888968145868,-18640.476089367832,4488.825757556071,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,11,P+NB,ZIP--ZINB,-20641.64233181975,-18640.476089367832,4002.3324849038327,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,11,ZIP,ZIP--ZINB,-29330.726761439346,-18640.476089367832,21380.501344143027,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,11,ZINB,ZIP--ZINB,-18696.306426214658,-18640.476089367832,111.66067369365192,nan,1,2.120053288125749e-26,True,chi-bar² heuristic; k=1
D2,Dataset 2,11,Z+P+NB,ZIP--ZINB,-18658.679712575497,-18640.476089367832,36.4072464153287,2,0,1.2424155840622216e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,9,Poisson,ZIP--ZINB,-78172.82296427008,-18671.265528829063,119003.11487088203,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,9,NB,ZIP--ZINB,-20966.792707959663,-18671.265528829063,4591.054358261201,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,9,P+NB,ZIP--ZINB,-20782.56838805139,-18671.265528829063,4222.6057184446545,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,9,ZIP,ZIP--ZINB,-29222.38530565104,-18671.265528829063,21102.239553643958,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,9,ZINB,ZIP--ZINB,-18720.79612565055,-18671.265528829063,99.06119364297774,nan,1,1.224094073486479e-23,True,chi-bar² heuristic; k=1
D2,Dataset 2,9,Z+P+NB,ZIP--ZINB,-18684.23624149523,-18671.265528829063,25.941425332333893,2,0,2.3275073587013674e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,14,Poisson,ZIP--ZINB,-79316.61426194082,-18834.39872723104,120964.43106941956,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,14,NB,ZIP--ZINB,-21061.24642016495,-18834.39872723104,4453.695385867817,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,14,P+NB,ZIP--ZINB,-20905.18834486786,-18834.39872723104,4141.579235273639,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,14,ZIP,ZIP--ZINB,-29798.670894977055,-18834.39872723104,21928.544335492028,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,14,ZINB,ZIP--ZINB,-18896.9389606315,-18834.39872723104,125.0804668009223,nan,1,2.4436091474000934e-29,True,chi-bar² heuristic; k=1
D2,Dataset 2,14,Z+P+NB,ZIP--ZINB,-18859.190069932778,-18834.39872723104,49.5826854034749,2,0,1.7110262234780033e-11,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,13,Poisson,ZIP--ZINB,-79824.8558828897,-19312.48759866163,121024.73656845612,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,13,NB,ZIP--ZINB,-21723.844327121515,-19312.48759866163,4822.713456919766,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,13,P+NB,ZIP--ZINB,-21578.472726616295,-19312.48759866163,4531.9702559093275,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,13,ZIP,ZIP--ZINB,-30636.532239220844,-19312.48759866163,22648.089281118424,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,13,ZINB,ZIP--ZINB,-19374.76774104263,-19312.48759866163,124.56028476199572,nan,1,3.175987876468382e-29,True,chi-bar² heuristic; k=1
D2,Dataset 2,13,Z+P+NB,ZIP--ZINB,-19329.822376410004,-19312.48759866163,34.66955549674458,2,0,2.9621133867436903e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,18,Poisson,ZIP--ZINB,-79347.18871146161,-19171.09138714035,120352.19464864253,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,18,NB,ZIP--ZINB,-21431.42822904543,-19171.09138714035,4520.673683810157,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,18,P+NB,ZIP--ZINB,-21327.734635866193,-19171.09138714035,4313.286497451685,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,18,ZIP,ZIP--ZINB,-30325.497495595926,-19171.09138714035,22308.812216911152,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,18,ZINB,ZIP--ZINB,-19245.848412697607,-19171.09138714035,149.5140511145146,nan,1,1.107000228073311e-34,True,chi-bar² heuristic; k=1
D2,Dataset 2,18,Z+P+NB,ZIP--ZINB,-19190.60040322713,-19171.09138714035,39.01803217356064,2,0,3.3677664500492796e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,15,Poisson,ZIP--ZINB,-81858.58822494512,-19208.646419571174,125299.8836107479,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,15,NB,ZIP--ZINB,-21573.16146789214,-19208.646419571174,4729.030096641931,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,15,P+NB,ZIP--ZINB,-21307.041952264193,-19208.646419571174,4196.791065386038,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,15,ZIP,ZIP--ZINB,-30593.671790975022,-19208.646419571174,22770.050742807696,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,15,ZINB,ZIP--ZINB,-19284.987435789273,-19208.646419571174,152.68203243619791,nan,1,2.2476811943621335e-35,True,chi-bar² heuristic; k=1
D2,Dataset 2,15,Z+P+NB,ZIP--ZINB,-19227.75508912237,-19208.646419571174,38.217339102389815,2,0,5.025858503154717e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,12,Poisson,ZIP--ZINB,-80951.2606009357,-19325.145925572422,123252.22935072656,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,12,NB,ZIP--ZINB,-21739.84782852468,-19325.145925572422,4829.403805904512,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,12,P+NB,ZIP--ZINB,-21483.69201746078,-19325.145925572422,4317.092183776716,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,12,ZIP,ZIP--ZINB,-30552.90749200814,-19325.145925572422,22455.523132871436,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,12,ZINB,ZIP--ZINB,-19420.75979817033,-19325.145925572422,191.22774519581435,nan,1,8.576601233801714e-44,True,chi-bar² heuristic; k=1
D2,Dataset 2,12,Z+P+NB,ZIP--ZINB,-19357.62685025907,-19325.145925572422,64.96184937329235,2,0,7.829132470452637e-15,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,17,Poisson,ZIP--ZINB,-78357.5322458804,-18718.642290450956,119277.7799108589,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,17,NB,ZIP--ZINB,-20939.434790144398,-18718.642290450956,4441.584999386883,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,17,P+NB,ZIP--ZINB,-20772.645527431712,-18718.642290450956,4108.006473961512,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,17,ZIP,ZIP--ZINB,-29337.93349865181,-18718.642290450956,21238.58241640171,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,17,ZINB,ZIP--ZINB,-18777.968386120137,-18718.642290450956,118.65219133836217,nan,1,6.240078666800977e-28,True,chi-bar² heuristic; k=1
D2,Dataset 2,17,Z+P+NB,ZIP--ZINB,-18737.294574587086,-18718.642290450956,37.30456827225862,2,0,7.9326067431502e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,7,Poisson,ZIP--ZINB,-81556.4175968078,-18938.04339638794,125236.74840083973,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,7,NB,ZIP--ZINB,-21277.026479017044,-18938.04339638794,4677.966165258207,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,7,P+NB,ZIP--ZINB,-21081.173341438385,-18938.04339638794,4286.25989010089,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,7,ZIP,ZIP--ZINB,-30312.41778623094,-18938.04339638794,22748.748779686,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,7,ZINB,ZIP--ZINB,-19002.58629082859,-18938.04339638794,129.08578888129705,nan,1,3.2474790482740084e-30,True,chi-bar² heuristic; k=1
D2,Dataset 2,7,Z+P+NB,ZIP--ZINB,-18951.783414591122,-18938.04339638794,27.48003640636307,2,0,1.0784149829696933e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,10,Poisson,ZIP--ZINB,-78246.14815527634,-18569.677633293464,119352.94104396575,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,10,NB,ZIP--ZINB,-20903.840593199922,-18569.677633293464,4668.325919812916,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,10,P+NB,ZIP--ZINB,-20680.99348852392,-18569.677633293464,4222.631710460912,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,10,ZIP,ZIP--ZINB,-29186.628548999724,-18569.677633293464,21233.90183141252,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,10,ZINB,ZIP--ZINB,-18649.148455116174,-18569.677633293464,158.9416436454194,nan,1,9.635208398193135e-37,True,chi-bar² heuristic; k=1
D2,Dataset 2,10,Z+P+NB,ZIP--ZINB,-18600.5664153688,-18569.677633293464,61.77756415067415,2,0,3.8474447497144535e-14,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,19,Poisson,ZIP--ZINB,-77939.38850277288,-18924.17955569666,118030.41789415244,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,19,NB,ZIP--ZINB,-21219.77976538508,-18924.17955569666,4591.200419376837,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,19,P+NB,ZIP--ZINB,-20980.606912102157,-18924.17955569666,4112.854712810993,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,19,ZIP,ZIP--ZINB,-29671.14309429333,-18924.17955569666,21493.927077193337,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,19,ZINB,ZIP--ZINB,-18986.834784317078,-18924.17955569666,125.31045724083378,nan,1,2.176191823281315e-29,True,chi-bar² heuristic; k=1
D2,Dataset 2,19,Z+P+NB,ZIP--ZINB,-18938.94587969065,-18924.17955569666,29.532647987980454,2,0,3.864265622876698e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,20,Poisson,ZIP--ZINB,-80508.2819040757,-18983.867995286444,123048.82781757851,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,20,NB,ZIP--ZINB,-21341.52936543451,-18983.867995286444,4715.322740296135,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,20,P+NB,ZIP--ZINB,-21156.846825076682,-18983.867995286444,4345.957659580476,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,20,ZIP,ZIP--ZINB,-30422.199454573296,-18983.867995286444,22876.662918573704,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,20,ZINB,ZIP--ZINB,-19051.387747390298,-18983.867995286444,135.03950420770707,nan,1,1.6183233752642864e-31,True,chi-bar² heuristic; k=1
D2,Dataset 2,20,Z+P+NB,ZIP--ZINB,-18996.986860647987,-18983.867995286444,26.237730723085406,2,0,2.0070082821180796e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,21,Poisson,ZIP--ZINB,-79045.54987232675,-18624.6205449688,120841.8586547159,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,21,NB,ZIP--ZINB,-21052.559303828184,-18624.6205449688,4855.877517718771,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,21,P+NB,ZIP--ZINB,-20795.11147210472,-18624.6205449688,4340.981854271842,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,21,ZIP,ZIP--ZINB,-29669.38001200275,-18624.6205449688,22089.518934067906,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,21,ZINB,ZIP--ZINB,-18704.104891935487,-18624.6205449688,158.96869393337693,nan,1,9.50496921909922e-37,True,chi-bar² heuristic; k=1
D2,Dataset 2,21,Z+P+NB,ZIP--ZINB,-18645.97414334242,-18624.6205449688,42.70719674724387,2,0,5.324147241438856e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,23,Poisson,ZIP--ZINB,-79283.30854972982,-18637.194776287433,121292.22754688477,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,23,NB,ZIP--ZINB,-20987.889293122033,-18637.194776287433,4701.389033669198,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,23,P+NB,ZIP--ZINB,-20718.355153087366,-18637.194776287433,4162.320753599866,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,23,ZIP,ZIP--ZINB,-29605.760752585124,-18637.194776287433,21937.13195259538,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,23,ZINB,ZIP--ZINB,-18719.737966372977,-18637.194776287433,165.0863801710875,nan,1,4.379358078439691e-38,True,chi-bar² heuristic; k=1
D2,Dataset 2,23,Z+P+NB,ZIP--ZINB,-18653.582300074704,-18637.194776287433,32.77504757454153,2,0,7.638161681965491e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,22,Poisson,ZIP--ZINB,-79086.768489929,-18915.456533344004,120342.62391317,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,22,NB,ZIP--ZINB,-21186.521061476113,-18915.456533344004,4542.129056264217,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,22,P+NB,ZIP--ZINB,-20965.88434368513,-18915.456533344004,4100.855620682254,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,22,ZIP,ZIP--ZINB,-29464.672382090488,-18915.456533344004,21098.431697492968,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,22,ZINB,ZIP--ZINB,-18979.53819700219,-18915.456533344004,128.16332731637522,nan,1,5.168807363668319e-30,True,chi-bar² heuristic; k=1
D2,Dataset 2,22,Z+P+NB,ZIP--ZINB,-18935.663200445804,-18915.456533344004,40.41333420360024,2,0,1.6763163465043928e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,24,Poisson,ZIP--ZINB,-79926.80508223987,-19055.446495892065,121742.7171726956,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,24,NB,ZIP--ZINB,-21339.805362067465,-19055.446495892065,4568.7177323508,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,24,P+NB,ZIP--ZINB,-21118.85361659566,-19055.446495892065,4126.814241407192,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,24,ZIP,ZIP--ZINB,-29822.988202349516,-19055.446495892065,21535.0834129149,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,24,ZINB,ZIP--ZINB,-19123.44195775561,-19055.446495892065,135.99092372709129,nan,1,1.0022229683860152e-31,True,chi-bar² heuristic; k=1
D2,Dataset 2,24,Z+P+NB,ZIP--ZINB,-19073.045914321927,-19055.446495892065,35.19883685972309,2,0,2.2733677311809967e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,25,Poisson,ZIP--ZINB,-79016.46012307229,-18994.286711659614,120044.34682282535,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,25,NB,ZIP--ZINB,-21304.76662354108,-18994.286711659614,4620.9598237629325,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,25,P+NB,ZIP--ZINB,-21095.312315134004,-18994.286711659614,4202.051206948781,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,25,ZIP,ZIP--ZINB,-29363.035471437463,-18994.286711659614,20737.497519555698,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,25,ZINB,ZIP--ZINB,-19043.539134206367,-18994.286711659614,98.50484509350645,nan,1,1.6211520000492634e-23,True,chi-bar² heuristic; k=1
D2,Dataset 2,25,Z+P+NB,ZIP--ZINB,-19004.667372077045,-18994.286711659614,20.761320834863,2,0,3.1026762563005895e-05,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,26,Poisson,ZIP--ZINB,-82003.31255330594,-19074.111404863557,125858.40229688476,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,26,NB,ZIP--ZINB,-21496.813137338224,-19074.111404863557,4845.403464949333,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,26,P+NB,ZIP--ZINB,-21282.656208140434,-19074.111404863557,4417.089606553753,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,26,ZIP,ZIP--ZINB,-30846.625527863936,-19074.111404863557,23545.02824600076,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,26,ZINB,ZIP--ZINB,-19170.57637102071,-19074.111404863557,192.92993231430592,nan,1,3.6457355479305886e-44,True,chi-bar² heuristic; k=1
D2,Dataset 2,26,Z+P+NB,ZIP--ZINB,-19102.277582913706,-19074.111404863557,56.33235610029806,2,0,5.855773858029416e-13,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,29,Poisson,ZIP--ZINB,-79796.0265686111,-18849.12633793394,121893.80046135432,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,29,NB,ZIP--ZINB,-21158.117745779884,-18849.12633793394,4617.982815691888,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,29,P+NB,ZIP--ZINB,-20901.889798750522,-18849.12633793394,4105.526921633165,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,29,ZIP,ZIP--ZINB,-29655.21596030552,-18849.12633793394,21612.179244743158,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,29,ZINB,ZIP--ZINB,-18910.04658560453,-18849.12633793394,121.84049534118094,nan,1,1.2508139765562436e-28,True,chi-bar² heuristic; k=1
D2,Dataset 2,29,Z+P+NB,ZIP--ZINB,-18862.983843523274,-18849.12633793394,27.715011178668647,2,0,9.588745448534308e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,30,Poisson,ZIP--ZINB,-77947.04675820851,-18766.590685604762,118360.91214520749,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,30,NB,ZIP--ZINB,-20904.553239875582,-18766.590685604762,4275.92510854164,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,30,P+NB,ZIP--ZINB,-20698.05780858358,-18766.590685604762,3862.9342459576364,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,30,ZIP,ZIP--ZINB,-29299.813410342744,-18766.590685604762,21066.445449475963,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,30,ZINB,ZIP--ZINB,-18816.082346977797,-18766.590685604762,98.98332274606946,nan,1,1.2731856149078269e-23,True,chi-bar² heuristic; k=1
D2,Dataset 2,30,Z+P+NB,ZIP--ZINB,-18781.234060774637,-18766.590685604762,29.286750339750142,2,0,4.3698141564858354e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D2,Dataset 2,27,Poisson,ZIP--ZINB,-80460.01442385766,-19090.22194984296,122739.5849480294,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,27,NB,ZIP--ZINB,-21293.84057509993,-19090.22194984296,4407.237250513943,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,27,P+NB,ZIP--ZINB,-21087.142224933334,-19090.22194984296,3993.84055018075,nan,2,0.0,True,chi-bar² heuristic; k=2
D2,Dataset 2,27,ZIP,ZIP--ZINB,-30016.985778172126,-19090.22194984296,21853.527656658334,nan,1,0.0,True,chi-bar² heuristic; k=1
D2,Dataset 2,27,ZINB,ZIP--ZINB,-19144.737096645043,-19090.22194984296,109.03029360416986,nan,1,7.991222886638053e-26,True,chi-bar² heuristic; k=1
