Scenario,Dataset,Rep,Parameter,true,estimate
D3,Dataset 3,6,rho,0.4,0.43706479206656706
D3,Dataset 3,6,lambda,3.4606009487797693,3.4054714510017097
D3,Dataset 3,6,pi,0.5729714363489458,0.5962128971433958
D3,Dataset 3,6,varphi,11.737379822881225,11.629311585149651
D3,Dataset 3,6,alpha,1.0,1.078546645508272
D3,Dataset 3,6,omega,0.6546376013357527,0.6346864223942231
D3,Dataset 3,0,rho,0.4,0.4152218800189425
D3,Dataset 3,0,lambda,3.43285440765202,3.4341200535187117
D3,Dataset 3,0,pi,0.5777251577841781,0.5877385227463612
D3,Dataset 3,0,varphi,11.77041141946188,11.842345499256634
D3,Dataset 3,0,alpha,1.0,0.946696511595233
D3,Dataset 3,0,omega,0.6594175160273058,0.6598798145351306
D3,Dataset 3,7,rho,0.4,0.3826084839085775
D3,Dataset 3,7,lambda,3.4417179471917168,3.412013301825531
D3,Dataset 3,7,pi,0.5762380694077099,0.5566821058978751
D3,Dataset 3,7,varphi,11.759859586676527,12.304160252747518
D3,Dataset 3,7,alpha,1.0,0.9754041781792153
D3,Dataset 3,7,omega,0.6578740923585841,0.6632951602212823
D3,Dataset 3,13,rho,0.4,0.42222813400139675
D3,Dataset 3,13,lambda,3.433841675296911,3.586764067357161
D3,Dataset 3,13,pi,0.5777922008651379,0.5950846311718944
D3,Dataset 3,13,varphi,11.769236100837011,12.17678089873291
D3,Dataset 3,13,alpha,1.0,1.0510530820184063
D3,Dataset 3,13,omega,0.659892484303814,0.6457985108605602
D3,Dataset 3,11,rho,0.4,0.4031841518829832
D3,Dataset 3,11,lambda,3.4669561645039444,3.394274749380498
D3,Dataset 3,11,pi,0.5723941897508901,0.5519226483356983
D3,Dataset 3,11,varphi,11.729814089876255,12.577401960853624
D3,Dataset 3,11,alpha,1.0,0.9844724436786104
D3,Dataset 3,11,omega,0.6542081392827742,0.662686410136879
D3,Dataset 3,5,rho,0.4,0.3810508611875164
D3,Dataset 3,5,lambda,3.463472337925928,3.485381879284445
D3,Dataset 3,5,pi,0.5725858857696592,0.5468427497089866
D3,Dataset 3,5,varphi,11.733961502469134,11.619357541700786
D3,Dataset 3,5,alpha,1.0,0.999913521191684
D3,Dataset 3,5,omega,0.6540254902227564,0.6699993136965504
D3,Dataset 3,14,rho,0.4,0.4518394849163733
D3,Dataset 3,14,lambda,3.4439703026279234,3.3874981211414177
D3,Dataset 3,14,pi,0.5759915985031283,0.6009194280309308
D3,Dataset 3,14,varphi,11.757178211157234,12.504879055166642
D3,Dataset 3,14,alpha,1.0,0.9367975444014407
D3,Dataset 3,14,omega,0.6582230315855029,0.6511973439012314
D3,Dataset 3,2,rho,0.4,0.39479647902415715
D3,Dataset 3,2,lambda,3.458415062925774,3.4297702010945277
D3,Dataset 3,2,pi,0.5729016889103898,0.5702339740022884
D3,Dataset 3,2,varphi,11.739982067945506,11.840234345289817
D3,Dataset 3,2,alpha,1.0,0.9448195603181775
D3,Dataset 3,2,omega,0.6540858974493046,0.6625885128769489
D3,Dataset 3,4,rho,0.4,0.40133318215189595
D3,Dataset 3,4,lambda,3.448422431520106,3.4176306452209118
D3,Dataset 3,4,pi,0.5751744612879669,0.575378939373567
D3,Dataset 3,4,varphi,11.751878057714158,11.41865769936692
D3,Dataset 3,4,alpha,1.0,1.024110053993711
D3,Dataset 3,4,omega,0.6572120846142364,0.6582490190352995
D3,Dataset 3,3,rho,0.4,0.4258538625075211
D3,Dataset 3,3,lambda,3.4475323304274252,3.5048248194420304
D3,Dataset 3,3,pi,0.5752299278484586,0.5954083173040131
D3,Dataset 3,3,varphi,11.752937701872114,12.26879018437405
